lat,long,type
42.28196454,-71.08658896,FRAUD
42.32653429,-71.1114263,DEATH INVESTIGATION
42.34855863,-71.16259785,FRAUD
42.35407836,-71.05533323,FRAUD
42.33281635,-71.07256956,DRUG CHARGES
42.28986314,-71.08538741,DRUG CHARGES
42.30810636,-71.07694955,DRUG CHARGES
42.34350635,-71.07808456,FRAUD
42.36056156,-71.06067351,FRAUD
42.33576635,-71.07407956,DISORDERLY
42.32159368,-71.07224047,FORGERY
42.34873635,-71.16606953,FRAUD
42.34130529,-71.0547108,DRUG CHARGES
42.35195635,-71.08200456,FRAUD
42.32159368,-71.07224047,FORGERY
42.33092142,-71.08285467,DRUG CHARGES
42.33490135,-71.07516956,DRUG CHARGES
42.34003635,-71.16649453,FRAUD
42.28405295,-71.11241077,FORGERY
42.33048635,-71.04245957,DRUG CHARGES
42.29419136,-71.06520957,DRUG CHARGES
42.31799135,-71.06728957,DRUG CHARGES
42.36493691,-71.06055366,DRUG CHARGES
42.31617349,-71.08920463,FRAUD
42.32781147,-71.05964098,DRUG CHARGES
42.32058135,-71.07774956,DRUG CHARGES
42.34413635,-71.06646456,DRUG CHARGES
42.37282134,-71.03541958,DRUG CHARGES
42.30818136,-71.07513956,DRUG CHARGES
42.35754362,-71.05886606,DRUG CHARGES
42.31226136,-71.11414955,DISORDERLY
42.35883634,-71.06285956,DEATH INVESTIGATION
42.29754136,-71.05973457,DRUG CHARGES
42.34897134,-71.06728956,FRAUD
42.32612007,-71.05350618,DRUG CHARGES
42.32612007,-71.05350618,DRUG CHARGES
42.33417135,-71.07988956,WEAPONS CHARGE
42.33813135,-71.07463956,DRUG CHARGES
42.3286598,-71.08561842,DRUG CHARGES
42.3286598,-71.08561842,DRUG CHARGES
42.30266861,-71.06601998,FRAUD
42.34134635,-71.08080456,FRAUD
42.34358135,-71.14574954,FRAUD
42.26301636,-71.10760455,FRAUD
42.32435135,-71.05241957,DRUG CHARGES
42.27726137,-71.13816954,DRUG CHARGES
42.33315053,-71.07397769,DRUG CHARGES
42.29354135,-71.07189956,PRISON
42.30967409,-71.06008082,FORGERY
42.33950635,-71.06938956,DRUG CHARGES
42.29738636,-71.13155454,FRAUD
42.3286598,-71.08561842,DRUG CHARGES
42.36535688,-71.06151511,FRAUD
42.34924634,-71.06378456,DRUG CHARGES
42.32913635,-71.08108956,DRUG CHARGES
42.32114205,-71.09089327,DISORDERLY
42.29754136,-71.05973457,DRUG CHARGES
42.29754136,-71.05973457,DRUG CHARGES
42.29265427,-71.08030063,WEAPONS CHARGE
42.35647634,-71.05929456,DRUG CHARGES
42.33566135,-71.08045956,DRUG CHARGES
42.36535688,-71.06151511,FRAUD
42.34359135,-71.08757956,WEAPONS CHARGE
42.27800136,-71.11528955,FORGERY
42.32419135,-71.08879956,DRUG CHARGES
42.30701635,-71.06616956,DRUG CHARGES
42.27736636,-71.16355453,DRUG CHARGES
42.24895137,-71.12599954,FRAUD
42.26083137,-71.11476955,FRAUD
42.31595135,-71.05464956,PROSTITUTION CHARGES
42.33445703,-71.08651662,DRUG CHARGES
42.3286598,-71.08561842,DRUG CHARGES
42.29382238,-71.07610957,FRAUD
42.3286598,-71.08561842,DRUG CHARGES
42.33315053,-71.07397769,DRUG CHARGES
42.28966431,-71.05007094,FRAUD
42.33349135,-71.07350956,DRUG CHARGES
42.34130529,-71.0547108,DRUG CHARGES
42.35810135,-71.12757454,WEAPONS CHARGE
42.36009134,-71.05581956,FRAUD
42.34130529,-71.0547108,DRUG CHARGES
42.37124634,-71.03886957,DRUG CHARGES
42.34130529,-71.0547108,DRUG CHARGES
42.32719135,-71.05320956,DRUG CHARGES
42.33043607,-71.08369937,DRUG CHARGES
42.30511135,-71.11465955,DISORDERLY
42.36272959,-71.05875616,DRUG CHARGES
42.36493691,-71.06055366,DRUG CHARGES
42.33044263,-71.05110548,DISORDERLY
42.27785639,-71.11616328,DRUG CHARGES
42.31234136,-71.08517956,WEAPONS CHARGE
42.31719431,-71.0816955,WEAPONS CHARGE
42.3286598,-71.08561842,DRUG CHARGES
42.28486136,-71.09132455,DRUG CHARGES
42.31343635,-71.09774455,FRAUD
42.33695135,-71.07746962,FRAUD
42.32091228,-71.07763422,PROSTITUTION CHARGES
42.35208635,-71.15161953,FRAUD
42.30713854,-71.08403115,DRUG CHARGES
42.35527696,-71.14567928,FRAUD
42.28095636,-71.13939955,FRAUD
42.26896155,-71.09177975,FRAUD
42.32723569,-71.08059616,DRUG CHARGES
42.3286598,-71.08561842,DRUG CHARGES
42.29754136,-71.05973457,DRUG CHARGES
42.30972244,-71.10427304,DRUG CHARGES
42.28486136,-71.09132455,DRUG CHARGES
42.37124634,-71.03886957,DRUG CHARGES
0.0,0.0,FRAUD
0.0,0.0,DRUG CHARGES
42.29754136,-71.05973457,DRUG CHARGES
42.30251135,-71.05957457,DRUG CHARGES
42.31047136,-71.10696955,DRUG CHARGES
42.35296135,-71.13180454,DRUG CHARGES
42.35296135,-71.13180454,DRUG CHARGES
42.27666648,-71.12070365,DRUG CHARGES
42.35375135,-71.13226954,DRUG CHARGES
42.32604135,-71.08650955,DRUG CHARGES
42.27719636,-71.13709953,WEAPONS CHARGE
42.28714136,-71.14857453,DRUG CHARGES
42.25591637,-71.12316455,EMBEZELLMENT
0.0,0.0,DRUG CHARGES
42.37853549,-71.05813989,DEATH INVESTIGATION
42.31909635,-71.08601455,WEAPONS CHARGE
42.37400634,-71.05887956,FRAUD
42.3462135,-71.07547022,DISORDERLY
42.33361135,-71.04823456,DRUG CHARGES
42.33458135,-71.07197456,DRUG CHARGES
42.28945786,-71.06265765,FRAUD
42.33349135,-71.07350956,DRUG CHARGES
42.33349135,-71.07350956,DRUG CHARGES
42.25421137,-71.12875955,DRUG CHARGES
42.33813135,-71.07463956,FRAUD
42.28612136,-71.09572455,FRAUD
42.24548997,-71.11467103,FRAUD
42.34979135,-71.08530456,FRAUD
42.30840136,-71.08837956,DRUG CHARGES
42.27131132,-71.07442685,FORGERY
42.3063233,-71.08162469,DEATH INVESTIGATION
42.29307136,-71.06050957,DRUG CHARGES
42.38913565,-71.00171995,DRUG CHARGES
42.27096137,-71.14623955,DRUG CHARGES
42.33414693,-71.05466263,EMBEZELLMENT
42.31240136,-71.11155955,DRUG CHARGES
42.29143136,-71.04591955,DRUG CHARGES
0.0,0.0,DRUG CHARGES
42.32359135,-71.07618956,DISORDERLY
42.31484635,-71.09922455,DISORDERLY
42.33566135,-71.03335958,WEAPONS CHARGE
42.34346135,-71.13904954,FRAUD
0.0,0.0,DRUG CHARGES
42.31318697,-71.06500696,DRUG CHARGES
42.32359135,-71.07618956,DISORDERLY
42.35154635,-71.06352456,DISORDERLY
42.28787636,-71.12658454,EMBEZELLMENT
42.33551635,-71.07438456,DRUG CHARGES
42.35551135,-71.13653454,FRAUD
42.29377635,-71.05562956,FRAUD
42.29454136,-71.06183957,DRUG CHARGES
42.35138635,-71.08412456,FRAUD
42.30972244,-71.10427304,DRUG CHARGES
42.26169419,-71.15655463,FRAUD
42.32318635,-71.08434956,FRAUD
42.32987635,-71.07875456,DRUG CHARGES
42.36272959,-71.05875616,DRUG CHARGES
42.24122921,-71.12625579,DRUG CHARGES
42.33128635,-71.04536457,DRUG CHARGES
42.31686136,-71.09832955,DRUG CHARGES
42.28151878,-71.0734992,WEAPONS CHARGE
42.28403136,-71.08832456,DRUG CHARGES
42.34231635,-71.07330956,TRESPASS
42.3286598,-71.08561842,DRUG CHARGES
42.36765134,-71.03710456,DEATH INVESTIGATION
42.30011498,-71.07108061,DRUG CHARGES
42.35698134,-71.06022456,FRAUD
42.34391646,-71.15783923,FRAUD
42.37482609,-71.03606057,FRAUD
42.34130529,-71.0547108,DRUG CHARGES
42.34130529,-71.0547108,DRUG CHARGES
42.31579136,-71.09829955,DRUG CHARGES
42.34130529,-71.0547108,DRUG CHARGES
42.31344135,-71.05708957,DRUG CHARGES
42.29131136,-71.07169956,DISORDERLY
42.28605636,-71.12954954,FRAUD
42.28112636,-71.13383954,DEATH INVESTIGATION
42.32634635,-71.06646456,FRAUD
42.37722134,-71.05120956,FRAUD
42.33551635,-71.07824956,DISORDERLY
42.33565135,-71.03438957,FRAUD
42.34529894,-71.15297217,FRAUD
42.31452635,-71.09469955,DRUG CHARGES
42.34130529,-71.0547108,DRUG CHARGES
42.27908636,-71.08145956,FRAUD
42.28236936,-71.08971958,FRAUD
42.28525136,-71.06442956,FRAUD
42.33085135,-71.08115456,DRUG CHARGES
42.29180635,-71.07173456,FORGERY
42.23774113,-71.13934729,FRAUD
42.28573136,-71.09212455,FRAUD
42.28337636,-71.07010957,DRUG CHARGES
42.31614635,-71.09793955,DRUG CHARGES
42.31573605,-71.04839218,DRUG CHARGES
42.31562136,-71.07543956,PROSTITUTION CHARGES
0.0,0.0,FORGERY
42.34710135,-71.07960455,FRAUD
42.31576135,-71.08314456,FRAUD
42.27719636,-71.13709953,DRUG CHARGES
42.36552135,-71.06121957,DRUG CHARGES
42.305758,-71.080967,DRUG CHARGES
42.23842137,-71.13279955,WEAPONS CHARGE
42.33479135,-71.03330958,DRUG CHARGES
42.38344134,-70.99782959,DRUG CHARGES
42.31980136,-71.08598956,DRUG CHARGES
42.38660133,-71.00658958,DRUG CHARGES
42.34028635,-71.07141956,DRUG CHARGES
42.34028635,-71.07141956,DRUG CHARGES
42.32939135,-71.08335956,DRUG CHARGES
42.33558135,-71.03742958,DRUG CHARGES
42.31163136,-71.07098956,DRUG CHARGES
42.34721134,-71.08799955,DISORDERLY
42.31365136,-71.07320956,DRUG CHARGES
42.28845455,-71.07591121,DRUG CHARGES
42.31957193,-71.09270594,DRUG CHARGES
42.33478135,-71.07531456,FRAUD
42.34919135,-71.09086955,FRAUD
42.3286598,-71.08561842,DRUG CHARGES
42.30369582,-71.11350347,FRAUD
42.36286134,-71.05541456,FRAUD
42.3286598,-71.08561842,DRUG CHARGES
42.30812136,-71.07837956,DRUG CHARGES
42.33691135,-71.06867956,FRAUD
42.28573136,-71.09212455,FRAUD
42.31663333,-71.09171255,DEATH INVESTIGATION
42.31793135,-71.08213956,DRUG CHARGES
42.32827135,-71.09225956,DRUG CHARGES
42.34880635,-71.09320955,FRAUD
42.35232134,-71.06286956,EMBEZELLMENT
42.34130529,-71.0547108,DRUG CHARGES
42.34130529,-71.0547108,DRUG CHARGES
42.33532135,-71.07462956,DRUG CHARGES
42.33532135,-71.07462956,DRUG CHARGES
42.35005134,-71.07493956,FRAUD
42.32634635,-71.06646456,FRAUD
42.32959135,-71.08461956,DRUG CHARGES
42.30972244,-71.10427304,DRUG CHARGES
42.37124634,-71.03886957,DRUG CHARGES
42.24122921,-71.12625579,FRAUD
42.32732135,-71.05255456,DRUG CHARGES
42.28245637,-71.06981457,FRAUD
42.35748635,-71.13714453,FRAUD
42.31454635,-71.07309956,FRAUD
42.35055135,-71.06148957,DRUG CHARGES
42.34386135,-71.14311954,DRUG CHARGES
42.26561136,-71.11607455,DRUG CHARGES
42.35039089,-71.06598003,DISORDERLY
42.28350136,-71.09178956,WEAPONS CHARGE
42.30603136,-71.08445956,PROSTITUTION CHARGES
42.3286598,-71.08561842,DRUG CHARGES
42.3286598,-71.08561842,DRUG CHARGES
42.28541992,-71.14265079,FRAUD
42.29964136,-71.11376455,DRUG CHARGES
42.33510135,-71.05524957,FRAUD
42.29754136,-71.05973457,DRUG CHARGES
0.0,0.0,DRUG CHARGES
42.29367689,-71.11738437,DRUG CHARGES
42.32130136,-71.08568956,DISORDERLY
42.33390135,-71.07292956,DRUG CHARGES
42.34358635,-71.09000455,FRAUD
42.32497635,-71.08302955,PRISON
42.35455043,-71.12670472,DRUG CHARGES
42.34898135,-71.15091453,DRUG CHARGES
42.29693118,-71.06112346,FRAUD
42.29754136,-71.05973457,DRUG CHARGES
42.31599931,-71.07988256,DRUG CHARGES
42.30972244,-71.10427304,DRUG CHARGES
42.28486136,-71.09132455,DRUG CHARGES
42.33044723,-71.08165603,DRUG CHARGES
42.3286598,-71.08561842,DRUG CHARGES
42.36535688,-71.06151511,FRAUD
0.0,0.0,FRAUD
42.28486136,-71.09132455,DRUG CHARGES
42.32540686,-71.0880266,WEAPONS CHARGE
42.29476483,-71.08204862,WEAPONS CHARGE
42.34618135,-71.09862455,EMBEZELLMENT
42.28062636,-71.12945954,FRAUD
42.31037135,-71.06123456,DRUG CHARGES
42.31650636,-71.05803456,FORGERY
42.33043607,-71.08369937,FRAUD
42.29754136,-71.05973457,DRUG CHARGES
42.32086549,-71.10668335,FORGERY
42.2751208,-71.11599434,DRUG CHARGES
42.29581136,-71.07833956,DRUG CHARGES
42.33695135,-71.07746962,DRUG CHARGES
42.29581136,-71.07833956,DRUG CHARGES
42.32422656,-71.07757817,FRAUD
42.35227635,-71.12616954,FRAUD
42.33128135,-71.07194956,DRUG CHARGES
42.33064135,-71.08307956,DRUG CHARGES
42.30520753,-71.0667916,DRUG CHARGES
42.3286598,-71.08561842,DRUG CHARGES
42.31198635,-71.06650456,DRUG CHARGES
42.31254136,-71.06437957,DRUG CHARGES
42.37124634,-71.03886957,DRUG CHARGES
42.30972244,-71.10427304,DRUG CHARGES
42.29754136,-71.05973457,DRUG CHARGES
42.29754136,-71.05973457,DRUG CHARGES
42.29754136,-71.05973457,DRUG CHARGES
42.30972244,-71.10427304,DRUG CHARGES
42.30036136,-71.08604956,DRUG CHARGES
42.38597185,-71.00884104,WEAPONS CHARGE
42.35882135,-71.14137954,DRUG CHARGES
42.38166634,-71.04034456,DRUG CHARGES
42.28474136,-71.06457957,FRAUD
42.28069131,-71.09622017,DISORDERLY
42.38614134,-71.00528958,DISORDERLY
42.2905562,-71.07164295,WEAPONS CHARGE
42.33263135,-71.05186456,DEATH INVESTIGATION
42.30396564,-71.0827287,DEATH INVESTIGATION
42.29035636,-71.04471957,FRAUD
42.38101634,-71.02584457,FRAUD
42.28387664,-71.08599342,FRAUD
42.31629635,-71.10295455,FRAUD
42.25752627,-71.14750833,FRAUD
42.33281635,-71.07256956,DRUG CHARGES
42.30387136,-71.07050957,DRUG CHARGES
42.37805634,-71.03047458,FORGERY
42.31391135,-71.06763456,DRUG CHARGES
0.0,0.0,FRAUD
42.33042083,-71.08249427,FRAUD
42.32396671,-71.07918849,FRAUD
42.2905562,-71.07164295,FORGERY
42.31705135,-71.09823455,DRUG CHARGES
42.34932634,-71.06529456,DRUG CHARGES
42.36018634,-71.06287456,DEATH INVESTIGATION
42.29829136,-71.11586955,DRUG CHARGES
0.0,0.0,DRUG CHARGES
42.37761248,-71.0575061,WEAPONS CHARGE
42.32059635,-71.07061455,DRUG CHARGES
42.30449824,-71.07299484,DISORDERLY
42.37054638,-71.03895691,FRAUD
42.31937815,-71.07571751,DRUG CHARGES
42.3286598,-71.08561842,DRUG CHARGES
42.28501053,-71.04431332,FORGERY
42.32114205,-71.09089327,FRAUD
42.30169135,-71.05989956,FORGERY
42.31614635,-71.09793955,FORGERY
42.28832136,-71.07626956,DRUG CHARGES
42.30174135,-71.05975456,FORGERY
42.31351635,-71.07256456,FRAUD
42.34232149,-71.0766491,FRAUD
42.34395135,-71.06592957,DRUG CHARGES
42.27218137,-71.06802957,FRAUD
42.34156135,-71.05300957,DRUG CHARGES
42.27622636,-71.13938954,DRUG CHARGES
42.27104137,-71.10335956,DRUG CHARGES
42.33986135,-71.05437956,DRUG CHARGES
42.37549635,-71.03727458,FORGERY
42.31629339,-71.06864178,DISORDERLY
42.34029135,-71.07843456,DRUG CHARGES
42.31321136,-71.07566956,DRUG CHARGES
42.29572136,-71.05626957,DRUG CHARGES
42.30538422,-71.06549055,FRAUD
42.2999075,-71.06784513,DEATH INVESTIGATION
42.31948771,-71.06627339,DISORDERLY
42.36164815,-71.05998657,WEAPONS CHARGE
42.30349136,-71.08411956,WEAPONS CHARGE
42.25335637,-71.11652455,DISORDERLY
42.31660446,-71.06412844,DISORDERLY
42.31687135,-71.09002455,DRUG CHARGES
42.3286598,-71.08561842,DRUG CHARGES
42.35048135,-71.13105954,DRUG CHARGES
42.37374134,-71.03903957,FRAUD
42.32857135,-71.08248455,FORGERY
42.30860636,-71.10536956,FRAUD
42.25195136,-71.12531955,DRUG CHARGES
42.33282635,-71.10089955,FRAUD
42.3040423,-71.05701526,FRAUD
42.33682135,-71.04775957,DRUG CHARGES
42.30867745,-71.06845603,FRAUD
42.38166634,-71.04034456,DRUG CHARGES
42.31325136,-71.08941955,DRUG CHARGES
42.36929134,-71.03698957,DRUG CHARGES
42.33380635,-71.09376955,DRUG CHARGES
42.29686136,-71.07050957,DRUG CHARGES
42.34679134,-71.08745955,WEAPONS CHARGE
42.33003135,-71.05459456,FRAUD
42.33696135,-71.05500956,FRAUD
42.30747635,-71.08717955,FRAUD
42.33042135,-71.06985456,FRAUD
42.28368974,-71.12436078,DRUG CHARGES
42.34130529,-71.0547108,DRUG CHARGES
42.32057136,-71.11289455,FRAUD
42.25863636,-71.12086455,DRUG CHARGES
42.31430135,-71.05480457,FRAUD
42.37351134,-71.06191456,FRAUD
42.28714136,-71.14857453,DRUG CHARGES
42.33471135,-71.05297456,EMBEZELLMENT
42.33643135,-71.03990957,DRUG CHARGES
42.28413136,-71.09306954,DRUG CHARGES
42.37054638,-71.03895691,FRAUD
42.38906134,-70.99945959,DRUG CHARGES
0.0,0.0,DEATH INVESTIGATION
42.33042083,-71.08249427,FORGERY
42.33782135,-71.04928957,DRUG CHARGES
42.33042083,-71.08249427,FORGERY
42.33042083,-71.08249427,FORGERY
42.30972244,-71.10427304,DRUG CHARGES
42.30972244,-71.10427304,DRUG CHARGES
42.29754136,-71.05973457,DRUG CHARGES
42.39329401,-71.0086428,DRUG CHARGES
42.33155135,-71.08336455,DRUG CHARGES
42.31731136,-71.07799956,DRUG CHARGES
42.28766136,-71.13973954,DISORDERLY
42.29044636,-71.12383954,FRAUD
42.33972055,-71.05344511,DISORDERLY
42.27925136,-71.08080456,EMBEZELLMENT
42.30029356,-71.07212174,DRUG CHARGES
42.33167135,-71.06798957,DRUG CHARGES
42.27186136,-71.16574953,FRAUD
42.35205349,-71.13179633,FRAUD
42.32612007,-71.05350618,DRUG CHARGES
42.34130529,-71.0547108,DRUG CHARGES
42.30126842,-71.11058908,DISORDERLY
42.34130529,-71.0547108,DRUG CHARGES
42.33281635,-71.07256956,DRUG CHARGES
42.34710135,-71.07960455,EMBEZELLMENT
42.30021136,-71.06608957,DRUG CHARGES
42.33042083,-71.08249427,FORGERY
42.33128135,-71.07194956,PRISON
42.33042083,-71.08249427,FORGERY
42.32623635,-71.10315955,FRAUD
42.33719135,-71.04163957,DRUG CHARGES
42.30914136,-71.07395956,DRUG CHARGES
42.31020528,-71.08305253,FRAUD
42.28317696,-71.06440483,WEAPONS CHARGE
42.34904741,-71.1364789,DRUG CHARGES
42.31752135,-71.06079957,DRUG CHARGES
42.26498636,-71.09939455,FRAUD
42.29576135,-71.05582456,FRAUD
42.28317696,-71.06440483,DRUG CHARGES
42.35950634,-71.05352956,DISORDERLY
0.0,0.0,FRAUD
42.29754136,-71.05973457,DRUG CHARGES
42.3286598,-71.08561842,DRUG CHARGES
0.0,0.0,EMBEZELLMENT
42.26385851,-71.10140288,FRAUD
42.36690088,-71.05775043,FRAUD
42.32594135,-71.05249957,FRAUD
42.25157058,-71.1428141,FRAUD
42.25642136,-71.12394954,FRAUD
42.29409665,-71.13632499,FRAUD
42.31035135,-71.07467956,FRAUD
42.35725634,-71.06115456,EMBEZELLMENT
42.27479636,-71.09883957,PROSTITUTION CHARGES
42.33278635,-71.03121957,FRAUD
42.31677696,-71.11354625,FRAUD
42.29280635,-71.06233456,FRAUD
0.0,0.0,FRAUD
42.30846635,-71.08037955,FRAUD
42.29566135,-71.07213956,EMBEZELLMENT
42.31460183,-71.06838221,FRAUD
42.36009134,-71.05581956,DISORDERLY
42.30332635,-71.07421456,DRUG CHARGES
42.28059136,-71.08343455,FRAUD
